Date,Stock Code,Stock Name,Participant ID,Participant Name,Address,Shareholding,Percentage,Scraped At
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01981,"BLUESTONE SECURITIES (HK) CO LTD","ROOM 1701-2 17TH FLOOR STAR HOUSE NO3 SALISBURY ROAD TSIM SHA TSUI KOWLOON",9500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02214,"WINBULL SECURITIES INTERNATIONAL (HONG","ROOMS 2202-3 22/F JUBILEE CENTRE 18 FENWICK STREET WAN CHAI HONG KONG",9300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01469,"KAISER SECURITIES LTD","3102-05 SHUN TAK WEST TOWER 168-200 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",9000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01998,"CHINA SUNRISE SECURITIES (INTL) LTD","UNIT 1501 & 1503 15/F YF LIFE CENTRE 38 GLOUCESTER ROAD WAN CHAI HONG KONG",9000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01416,"VC BROKERAGE LTD","6/F CENTRE POINT 181-185 GLOUCESTER ROAD WANCHAI HONG KONG",8900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01615,"KAM FAI SECURITIES CO LTD","21/F CHAMPION BUILDING 287-291 DES VOEUX ROAD CENTRAL HONG KONG",8700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01563,"XINKONG INTERNATIONAL SECURITIES LTD","15/F EAST WING CHINA HUARONG TOWER 60 GLOUCESTER ROAD WAN CHAI HONG KONG",8500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01481,"NEW REGION SECURITIES CO LTD","2907-2909,2912,2914 WING ON HOUSE 71 DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",8219,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01447,"BETA INTERNATIONAL SECURITIES LIMITED","ROOM 3326 33/F CHINA MERCHANTS TOWER SHUN TAK CENTRE 168-200 CONNAUGHT RD CENTRAL SHEUNG WAN HONG KONG",8100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01863,"WESTOCK SECURITIES INTERNATIONAL (HK)","FLAT 9-10A 10/F WING TUCK COMMERCIAL CENTRE 177-183 WING LOK STREET SHEUNG WAN HONG KONG",7900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",C00099,"TAISHIN INTERNATIONAL BANK CO., LTD","6/F SUN LIFE TOWER THE GATEWAY 15 CANTON ROAD TSIMSHATSUI KOWLOON",7822,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01427,"TSE'S SECURITIES LTD","ROOM 910-911 9/F COSCO TOWER 183 QUEEN'S ROAD CENTRAL SHEUNG WAN HONG KONG",7500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02028,"SORRENTO SECURITIES LTD","ROOM 1208 12/F WING ON CENTRE 111 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",7500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01240,"TSUN CHI YUEN SECURITIES CO LTD","20/F MAN ON COMM BLDG 12 JUBILEE ST CENTRAL HONG KONG",7433,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02093,"UPMAX SECURITIES LTD","RM 1717 CHINA MERCHANTS TOWER SHUN TAK CENTRE 168 CONNAUGHT ROAD CENTRAL SHEUNG WAN HONG KONG",7404,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01386,"SBI CHINA CAPITAL FINANCIAL SERVICES LTD","4/F HENLEY BUILDING 5 QUEEN'S ROAD CENTRAL HONG KONG",7300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01724,"RAMON INVESTMENT CO LTD","RM 201-5 2/F KOWLOON CENTRE 29-39 ASHLEY ROAD KOWLOON",7300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01320,"LUEN FAT SECURITIES CO LTD","UNITS 603-605 6/F FWD FINANCIAL CENTRE 308 DES VOEUX ROAD CENTRAL SHEUNG WAN HONG KONG",7100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02075,"INNOVAX SECURITIES LTD","UNIT A-C 20/F NEICH TOWER 128 GLOUCESTER ROAD WANCHAI HONG KONG",6800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01505,"SHACOM SECURITIES LTD","RM 303 HOUSTON CENTRE 63 MODY ROAD TSIMSHATSUI EAST KOWLOON",6600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01741,"SINOMAX SECURITIES LTD","28/F SHUN FENG INTERNATIONAL CENTRE NO.182 QUEEN'S ROAD EAST WAN CHAI HONG KONG",6600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02052,"SUNHIGH FINANCIAL HOLDINGS LTD","UNIT 2107 21/F THE CENTER 99 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",6500,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01294,"CS WEALTH SECURITIES LTD","RM 3206 32/F CHINA RESOURCES BUILDING 26 HARBOUR ROAD WANCHAI HONG KONG",6400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01685,"ARK SECURITIES (HONG KONG) LTD","ROOM 1901 19/F EMPEROR GROUP CENTRE 288 HENNESSY ROAD WAN CHAI HONG KONG",6400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01277,"BRADBURY SECURITIES LTD","SUITES 3606-08 36/F 8 FINANCE STREET TWO INTERNATIONAL FINANCE CENTRE CENTRAL HONG KONG",6100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02070,"UZEN SECURITIES LTD","8/F EC HEALTHCARE TOWER (CENTRAL) 19-20 CONNAUGHT ROAD CENTRAL CENTRAL HONG KONG",6000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02116,"MOUETTE SECURITIES CO LTD","ROOM 4024-4033 40/F SUN HUNG KAI CENTRE 30 HARBOUR ROAD WANCHAI HONG KONG",5900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02023,"DONGHAI INTERNATIONAL SECURITIES","20/F SHANGHAI COMMERCIAL BANK TOWER 12 QUEEN'S ROAD CENTRAL HONG KONG",5800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01769,"ONE CHINA SECURITIES LTD","2/F CHEONG K. BUILDING 84-86 DES VOEUX ROAD CENTRAL HONG KONG",5741,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01444,"YUEXING SECURITIES COMPANY LTD","9/F THE WORKSTATION 43 LYNDHURST TERRACE CENTRAL HONG KONG",5400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01680,"SUCCESS SECURITIES LTD","UNITS 1001A & 04B 10/F TOWER 1 ADMIRALTY CENTRE 18 HARCOURT ROAD HONG KONG",5300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01141,"FE SECURITIES LTD","ROOM 2101 21/F 28 HENNESSY ROAD HONG KONG",5200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02167,"SDG SECURITIES (HK) LTD","ROOMS 4003-05 40/F CHINA RESOURCES BUILDING 26 HARBOUR ROAD WAN CHAI HONG KONG",5200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01982,"CENTRAL CHINA INTERNATIONAL SECURITIES","ROOM 1304 13/F ADMIRALTY CENTRE TOWER 1 18 HARCOURT ROAD ADMIRALTY HONG KONG",5080,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01677,"ANUENUE SECURITIES LTD","28/F GUANGDONG TOURS CENTER 18 PENNINGTON STREET CAUSEWAY BAY HONG KONG",5000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01919,"TIGER SECURITIES ASSET MANAGEMENT CO LTD","RM B3 29/F TML TOWER 3 HOI SHING ROAD TSUEN WAN NEW TERRITORIES",4900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01976,"FRONTIER CAPITAL MANAGEMENT LTD","UNITS 3201-3203 32/F BANK OF AMERICA TOWER 12 HARCOURT ROAD CENTRAL HONG KONG",4900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02125,"CHINA YINSHENG INTERNATIONAL SECURITIES","6/F 9 DES VOEUX ROAD WEST SHEUNG WAN HONG KONG",4900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01868,"JIMEI SECURITIES LTD","RM 1305-1306 13/F JUBILEE CENTRE 18 FENWICK STREET / 46 GLOUCESTER ROAD WANCHAI HONG KONG",4800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01906,"IMPERIUM INTERNATIONAL SECURITIES LTD","RM 2603A 26/F ONE HARBOUR SQUARE 181 HOI BUN ROAD KWUN TONG KOWLOON",4600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01912,"THE CORE SECURITIES COMPANY LTD","SUITE C 20/F STANDARD CHARTERED BANK BUILDING 4-4A DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",4600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01974,"ARISTO SECURITIES LTD","ROOM B 11/F GOLDEN STAR BUILDING 22 LOCKHART ROAD WANCHAI HONG KONG",4305,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02073,"SOLOMON JFZ (ASIA) HOLDINGS LTD","ROOM 1910-1912A TOWER 3 CHINA HONG KONG CITY 33 CANTON ROAD TSIM SHA TSUI KOWLOON",4300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01789,"HO FUNG SHARES INVESTMENT LTD","OFFICE B 11/F HING LUNG COMMERCIAL BUILDING 68 BONHAM STRAND EAST SHEUNG WAN HONG KONG",4273,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01995,"GARY CHENG SECURITIES LTD","ROOM 1201 12/F ELITE CENTRE 22 HUNG TO ROAD KWUN TONG KOWLOON",4200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01525,"KEE CHEONG SECURITIES CO LTD","ROOM 2002 20/F WIN CENTURY CENTRE 2A MONGKOK ROAD MONGKOK KOWLOON",4100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01660,"GRANSING SECURITIES CO., LIMITED","UNIT 802 8/F WORLD-WIDE HOUSE 19 DES VOEUX ROAD CENTRAL CENTRAL HONG KONG",4100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01918,"REALORD ASIA PACIFIC SECURITIES LTD","SUITE 2402 24/F JARDINE HOUSE 1 CONNAUGHT PLACE CENTRAL HONG KONG",4100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",C00108,"CHINA MINSHENG BANKING CORP., LTD.","FLAT 3701-3702, 3712-3716 & 40/F TWO INTERNATIONAL FINANCE CENTRE 8 FINANCE STREET CENTRAL HONG KONG",4100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02065,"FORTUNE ORIGIN SECURITIES LTD","ROOM 404-405 NAN FUNG TOWER 88 CONNAUGHT ROAD CENTRAL CENTRAL HONG KONG",3800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02185,"KOREA INVESTMENT & SECURITIES ASIA LTD","SUITES 3716-3719 JARDINE HOUSE 1 CONNAUGHT PLACE CENTRAL HONG KONG",3800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02212,"HUAAN SECURITIES (HONG KONG) BROKERAGE","8/F LI PO CHUN CHAMBERS 189 DES VOEUX ROAD CENTRAL  HONG KONG",3800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01080,"VMS SECURITIES LTD","28/F VIVA PLACE 36 HEUNG YIP ROAD WONG CHUK HANG HONG KONG",3700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01694,"MINERVA HOLDING FINANCIAL SECURITIES LTD","UNIT 1804C 18/F FAR EAST FINANCE CENTRE 16 HARCOURT ROAD HONG KONG",3700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02020,"WEALTH LINK SECURITIES LTD","SUITE 1008A 10/F OCEAN CENTRE HARBOUR CITY 5 CANTON ROAD TSIM SHA TSUI KOWLOON",3400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01608,"OPEN SECURITIES LTD","ROOM 08-09 32/F TOWER 6 THE GATEWAY 9 CANTON ROAD TSIM SHA TSUI KOWLOON",3300,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02046,"CHINA ZHONG HENG FINANCE GROUP LTD","UNIT 05 9/F BEVERLY HOUSE 93-107 LOCKHART ROAD WAN CHAI HONG KONG",3200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01754,"ASIA PACIFIC SECURITIES LTD","16/F CMA BUILDING 64-66 CONNAUGHT ROAD CENTRAL HONG KONG",3100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02081,"FIRST FIDELITY CAPITAL (INTERNATIONAL)","36/F TIMES TOWER 393 JAFFE ROAD WANCHAI HONG KONG",3000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02128,"SILVERBRICKS SECURITIES CO LTD","ROOM 1601-07 16/F NAN FUNG TOWER 88 CONNAUGHT ROAD CENTRAL CENTRAL HONG KONG",3000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01665,"WINSOME STOCK CO LTD","TOP FLOOR WING SHUN BUILDING 64-66 BONHAM STRAND WEST HONG KONG",2900,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02061,"GRAND PARTNERS SECURITIES LTD","ROOM 3402 34/F CHINA RESOURCES BUILDING 26 HARBOUR ROAD WANCHAI HONG KONG",2800,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01248,"KWAN YICK SECURITIES (INTERNATIONAL) LTD","FLAT B, C & E 3/F HO LEE COMMERCIAL BUILDING 38-44 D'AGUILAR STREET CENTRAL HONG KONG",2700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01716,"ORIENT SECURITIES LTD","RM 2204 22/F NEW WORLD TOWER 1 16-18 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",2700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01927,"KINGKEY SECURITIES GROUP LTD","13/F NO.88 LOCKHART ROAD WANCHAI  HONG KONG",2700,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01389,"ZHONGRONG PT SECURITIES LTD","ROOM 3505-10 35/F TOWER 5 THE GATEWAY 15 CANTON ROAD TSIM SHA TSUI KOWLOON",2600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01784,"FU YIP SECURITIES AND INVESTMENT CO LTD","UNIT 6A01 6/F WAH KIT COMMERCIAL CENTRE 302 DES VOEUX RD CENTRAL SHEUNG WAN HONG KONG",2600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02134,"HOPE SECURITIES LTD","ROOM 2805 28/F CHINA UNITED CENTRE 28 MARBLE ROAD NORTH POINT HONG KONG",2600,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01571,"KARFORD SECURITIES LTD","FLAT D 7/F MAN LOK BUILDING 89-93 BONHAM STRAND EAST HONG KONG",2400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01756,"CHINA SKY SECURITIES LTD","UNIT 2302-03 23/F WEST TOWER SHUN TAK CENTRE 200 CONNAUGHT ROAD CENTRAL HONG KONG",2400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02067,"LIGHTHOUSE CAPITAL (HK) FINANCIAL LTD","UNITS 1801-2 18/F HOLLYWOOD CENTRE 233 HOLLYWOOD ROAD SHEUNG WAN HONG KONG",2400,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01751,"IMAGI BROKERAGE LTD","SUITE 2210-11 22/F CHINA UNITED CENTRE 28 MARBLE ROAD NORTH POINT HONG KONG",2200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01910,"FTFT INTERNATIONAL SECURITIES AND","UNITS 02B-03A 23/F SINO PLAZA 256-257 GLOUCESTER ROAD CAUSEWAY BAY HONG KONG",2200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02153,"WE SECURITIES LTD","26/F OVEST 77 WING LOK STREET SHEUNG WAN HONG KONG",2200,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01852,"ARTA GLOBAL MARKETS LTD","UNIT 901-02 9/F K11 ATELIER KING'S ROAD 728 KING'S ROAD QUARRY BAY HONG KONG",2105,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01743,"CEPA ALLIANCE SECURITIES LTD","FLAT B 7/F 208 QUEEN'S ROAD CENTRAL CENTRAL HONG KONG",2100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B02138,"TIGER FAITH SECURITIES LTD","ROOM 3505 35/F TOWER 1 LIPPO CENTRE 89 QUEENSWAY ADMIRALTY HONG KONG",2100,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01538,"MORTON SECURITIES LTD","RM 1804-1805 18/F ALLIED KAJIMA BUILDING 138 GLOUCESTER ROAD WANCHAI HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01661,"HERMES SECURITIES LTD","ROOM 2117 CHINA MERCHANTS TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
2025/11/08,00700,"TENCENT HOLDINGS LIMITED -HKD TRADED SHARES",B01759,"WINLAND WEALTH MANAGEMENT LTD","RM 1901 SOUTH CHINA BUILDING 3 WYNDHAM STREET CENTRAL HONG KONG",2000,0.00,2025-11-12T10:19:25.016Z
